1;-8.440.013.317.785.820;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10;-2,91E+10
2;-50.638.432.483.435.500;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-247.370.719.422.959;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400;-12.379.436.490.723.400
